timestamp,open,high,low,close
2018-06-09,7649.40021836,7697.54680133,7558.59901551,7558.59901551
2018-06-08,7701.49746669,7710.47297193,7590.39424363,7651.40593873
2018-06-07,7659.64036035,7742.88401801,7659.64036035,7688.00820882
2018-06-06,7623.1919123,7688.45391937,7520.38497281,7661.2851736
2018-06-05,7511.47933363,7644.77414726,7410.18464671,7627.98231312
2018-06-04,7732.5770235,7755.42307918,7483.03160656,7517.14027118
2018-06-03,7660.81294534,7747.56298548,7635.33012317,7724.66580536
2018-06-02,7541.02034991,7688.53253876,7486.48972583,7658.90077276
2018-06-01,7515.49836092,7612.95674218,7401.25892893,7541.81351405
2018-05-31,7423.08989555,7617.02029879,7387.70404317,7513.17256169
2018-05-30,7489.93965916,7575.7936909,7332.10302993,7427.95592129
2018-05-29,7135.08464287,7559.19397152,7113.00916468,7485.65331433
2018-05-28,7386.99555707,7451.9928574,7112.69099172,7139.385654
2018-05-27,7399.66211477,7416.77632854,7295.10332962,7394.35209426
2018-05-26,7492.05703134,7578.68196817,7325.34864996,7386.85123577
2018-05-25,7577.732925,7669.44047371,7405.48874128,7501.56786451
2018-05-24,7548.81886775,7755.41762174,7343.74180645,7580.76802391
2018-05-23,8052.77311884,8086.48751905,7509.52299443,7569.33715947
2018-05-22,8443.92638651,8446.69810932,8043.81078643,8067.24044353
2018-05-21,8558.28568588,8596.41479446,8390.48013207,8430.94044815
2018-05-20,8292.99910466,8597.60134924,8248.90998301,8555.56843902
2018-05-19,8262.25776955,8390.31657824,8203.21852534,8290.73614976
2018-05-18,8102.12575844,8288.98992715,7976.92195101,8267.49124667
2018-05-17,8361.35741121,8452.85678226,8059.49253475,8111.58886524
2018-05-16,8503.15902973,8516.64087852,8171.40110686,8370.76133642
2018-05-15,8691.25516877,8829.03527292,8438.29535432,8515.87436058
2018-05-14,8719.83994226,8877.1834701,8358.40144505,8698.51012911
2018-05-13,8502.79228013,8778.24453084,8390.48308558,8698.99790263
2018-05-12,8436.27790286,8662.43721369,8261.92378401,8502.51620143
2018-05-11,9055.41047802,9055.41047802,8389.51593664,8442.20750983
2018-05-10,9327.66522604,9395.44450596,9052.80978121,9052.80978121
2018-05-09,9202.14709225,9372.10653711,9015.10013095,9326.21797432
2018-05-08,9384.10308669,9465.58891976,9098.88385523,9221.41042078
2018-05-07,9644.18249885,9657.96524812,9248.25987803,9374.06131076
2018-05-06,9825.67670684,9909.34261324,9465.3397765,9645.33893595
2018-05-05,9694.34284002,9940.16206686,9687.50711368,9821.48400361
2018-05-04,9730.6854974,9761.80156524,9557.91047417,9702.20217206
2018-05-03,9239.28317076,9779.90592984,9184.98545777,9747.30722129
2018-05-02,9085.73977841,9272.9740958,9015.27156591,9235.36866148
2018-05-01,9252.81365477,9252.81365477,8882.26042406,9104.4157047
2018-04-30,9409.35317454,9449.43775858,9158.47316613,9242.93318688
2018-04-29,9348.84002593,9534.49662062,9203.96197444,9414.92919297
2018-04-28,8934.81564795,9428.00879948,8934.81564795,9340.10384218
2018-04-27,9283.77125806,9377.73163952,8963.5751173,9007.22026044
2018-04-26,8873.86705484,9296.61503493,8699.4549266,9281.19512075
2018-04-25,9643.97696367,9750.94185948,8795.91827033,8861.46567894
2018-04-24,8954.13077566,9702.50271596,8949.0942099,9702.50271596
2018-04-23,8798.04393711,8997.68712354,8777.6895641,8948.10460143
2018-04-22,8897.59457826,8990.87523303,8762.74724211,8804.85016775
2018-04-21,8853.47383737,9013.67848443,8618.00361406,8871.82306495
2018-04-20,8273.90803962,8878.05900627,8253.99516883,8842.94574758
2018-04-19,8164.4325448,8289.43995982,8123.00083278,8284.75588285
2018-04-18,7905.10265571,8205.85471295,7905.10265571,8155.57001228
2018-04-17,8057.88552056,8145.91892262,7852.67588028,7899.99600976
2018-04-16,8349.19455114,8389.08885159,7926.31830303,8057.44038623
2018-04-15,8003.66235866,8361.7668229,8003.66235866,8360.88220011
2018-04-14,7890.92767781,8164.24901832,7856.46981449,7993.40313113
2018-04-13,7916.19907157,8216.77576965,7755.18409777,7888.04353599
2018-04-12,6970.22632254,7973.15583131,6813.59196269,7917.77718206
2018-04-11,6854.18766782,7008.28940069,6830.5056689,6984.19199039
2018-04-10,6785.56874679,6896.05020018,6689.15349903,6849.6086791
2018-04-09,7040.4138137,7185.72575062,6625.86965239,6785.96065259
2018-04-08,6919.36039259,7106.08828813,6919.36039259,7030.91407786
2018-04-07,6630.79226206,7069.6384942,6622.36417119,6924.77559833
2018-04-06,6788.59640783,6844.91315422,6533.08936337,6627.73032217
2018-04-05,6809.48899109,6922.6173542,6617.21149233,6818.00180159
2018-04-04,7427.66472297,7428.5349733,6732.73896849,6809.22860414
2018-04-03,7069.17442812,7521.25555599,7045.07557519,7431.60784856
2018-04-02,6826.31194072,7115.64966809,6789.65948845,7067.67878269
2018-04-01,6940.78677864,7050.21023421,6474.30854471,6811.7743311
2018-03-31,6855.48613023,7202.91945835,6818.30700001,6940.56190022
2018-03-30,7113.43034513,7262.72042668,6605.26896412,6861.76176282
2018-03-29,7962.73434018,7983.77409534,6947.96303199,7120.34138335
2018-03-28,7815.43053662,8109.40602093,7771.71851066,7951.85795178
2018-03-27,8153.78578596,8213.35352981,7772.08330777,7822.07047386
2018-03-26,8476.2171584,8507.47962199,7892.66826653,8174.56038297
2018-03-25,8550.46352001,8670.4441486,8412.13922602,8481.61213115
2018-03-24,8927.05365889,9009.09906322,8602.51059636,8602.51059636
2018-03-23,8715.45500549,8883.48553668,8328.23810443,8883.48553668
2018-03-22,8908.05031342,9083.50629093,8516.97937767,8707.21392658
2018-03-21,8912.23068024,9170.18546988,8787.81107885,8931.48105986
2018-03-20,8606.07786545,9017.25485337,8349.01300099,8891.501904
2018-03-19,8206.28354805,8684.58419073,8135.34691697,8564.62995637
2018-03-18,7863.65306787,8233.68000922,7366.10007862,8222.41801353
2018-03-17,8274.76552633,8329.58646237,7788.01573798,7894.74141047
2018-03-16,8267.30127479,8608.9353281,7932.699875,8300.99952406
2018-03-15,8213.34986389,8401.42196538,7720.52724452,8260.17851168
2018-03-14,9155.67342276,9358.06049218,7994.16902506,8233.52992285
2018-03-13,9144.62645614,9467.06546155,8887.07726971,9153.60355131
2018-03-12,9542.94947913,9896.7714488,8848.09188498,9175.08789877
2018-03-11,8803.53786898,9728.49832828,8514.01019498,9557.90985865
2018-03-10,9244.58781825,9499.94755195,8753.18408765,8806.77842208
2018-03-09,9317.64592776,9413.31183652,8422.73640497,9281.02010238
2018-03-08,9929.76493882,10121.416272,9171.86986639,9355.00579261
2018-03-07,10721.95826563,10895.48196552,9587.66398332,9883.5982011
2018-03-06,11425.54841116,11425.54841116,10613.67641462,10700.21212506
2018-03-05,11489.17660431,11676.43084605,11430.78201957,11554.4152002
2018-03-04,11445.59316813,11514.01677493,11104.44477316,11503.560256
2018-03-03,11033.1553957,11513.4244409,11033.1553957,11459.07621577
2018-03-02,10918.89048099,11163.6603055,10801.63026234,11034.10264659
2018-03-01,10335.33132853,11064.24064367,10260.91727067,10911.33254094
2018-02-28,10596.77408533,11050.66055293,10312.05484771,10319.50464708
2018-02-27,10328.16081422,10866.17682791,10167.50432857,10671.70417891
2018-02-26,9613.39804177,10444.61344667,9414.01839356,10319.39482721
2018-02-25,9699.70101344,9858.66659142,9341.57567908,9581.75951733
2018-02-24,10167.65983491,10514.55933823,9421.62398828,9678.98167273
2018-02-23,9842.8887083,10402.32567139,9621.47299241,10179.04047122
2018-02-22,10470.30877614,10911.52686107,9779.78415782,9837.72055535
2018-02-21,11248.13603493,11276.90918123,10262.93302514,10462.05900479
2018-02-20,11180.81859222,11786.18070853,11148.90645934,11228.33606205
2018-02-19,10427.99003534,11247.87203014,10358.24250386,11173.56417836
2018-02-18,11103.9298944,11279.5815459,10182.84444005,10452.19919414
2018-02-17,10190.06840502,11093.3629485,10098.39819322,11061.48340219
2018-02-16,10034.38749142,10292.86955428,9733.17514705,10196.03688898
2018-02-15,9487.3229902,10196.17746739,9388.09839188,10083.77593511
2018-02-14,8554.29467214,9502.64747071,8554.29467214,9496.15457863
2018-02-13,8915.84911506,8945.36842393,8410.4787644,8559.33043011
2018-02-12,8100.57574612,8994.26205424,8100.57574612,8874.17913951
2018-02-11,8579.61793729,8579.61793729,7883.19049477,8103.18287606
2018-02-10,8701.41311238,9079.30240065,8200.74759385,8568.83473835
2018-02-09,8250.60303141,8734.80158714,7810.22052313,8708.94189002
2018-02-08,7599.3032275,8648.37083444,7599.3032275,8243.78204126
2018-02-07,7704.58633604,8515.75349087,7230.88124483,7596.08789018
2018-02-06,6947.528871,7923.51903438,6008.04230669,7737.87950154
2018-02-05,8231.27759889,8380.41342498,6676.68021058,6920.40485183
2018-02-04,9263.88677033,9393.62900426,7920.46677887,8265.5970538
2018-02-03,8890.60003926,9508.67443693,8245.48399438,9223.37056074
2018-02-02,9142.48532897,9151.98087425,7838.1914892,8908.39055537
2018-02-01,10250.36262941,10275.06210642,8744.00169933,9178.36457303
2018-01-31,10134.3740663,10388.11144386,9773.02416873,10198.47523952
2018-01-30,11235.30441475,11267.3552163,9930.26883489,10049.33968789
2018-01-29,11734.99738392,11813.31178962,11120.87806264,11250.60196057
2018-01-28,11459.22996448,12009.62902332,11422.95149162,11748.95217957
2018-01-27,11122.21215149,11606.52540002,10946.54497011,11449.57083793
2018-01-26,11201.0882767,11643.6771351,10432.79038587,11155.98479789
2018-01-25,11441.5173775,11755.63256799,10983.69600328,11246.13069271
2018-01-24,10878.72342992,11540.04833475,10579.94420015,11336.53209968
2018-01-23,10853.59962996,11385.79707811,10060.80810824,10837.64388054
2018-01-22,11574.15647733,11927.9089156,10115.07227847,10890.77542695
2018-01-21,12828.49250272,12828.49250272,11194.95392731,11448.04790281
2018-01-20,11585.09744465,13019.08553887,11582.034425,12826.182642
2018-01-19,11233.84233559,12001.34974589,10966.63297122,11529.05128102
2018-01-18,11227.73377127,11985.10483345,10705.62129866,11302.770937
2018-01-17,11359.27176854,11717.38752795,9293.89294743,11130.33663948
2018-01-16,13698.83856955,13698.83856955,10170.95021622,11460.78653885
2018-01-15,13707.52938212,14377.79631718,13519.26341083,13652.96777927
2018-01-14,14305.33790169,14451.38814236,13185.01515929,13718.88436785
2018-01-13,13920.81418866,14628.33211272,13920.81418866,14330.8251807
2018-01-12,13391.37132943,14204.90330683,13029.51587263,13902.67179358
2018-01-11,14969.21888304,14987.13434397,13071.88795243,13342.65182265
2018-01-10,14553.98112824,14914.10951782,13633.65107491,14914.10951782
2018-01-09,15053.88167328,15420.92866326,14334.13444933,14515.85333306
2018-01-08,16309.54010611,16365.35296897,14325.61993638,15062.50412887
2018-01-07,17222.66124149,17222.66124149,15963.36391858,16311.12882052
2018-01-06,16965.28010346,17290.62461905,16354.37319853,17215.91239795
2018-01-05,15219.99005041,17155.11934593,14905.84698017,16949.41046412
2018-01-04,15109.03111736,15391.04414563,14337.79678351,15225.26885794
2018-01-03,14782.09572045,15420.92022671,14632.08289839,15069.81296935
2018-01-02,13514.39967186,15246.74903229,13082.35826059,14810.70013108
2018-01-01,13897.78967935,13905.54739214,12990.23560913,13517.3498069
2017-12-31,12604.71008611,14211.03805695,12483.92986852,13884.2834739
2017-12-30,14439.14406916,14496.85289554,12218.21240878,12728.99951784
2017-12-29,14407.26474757,15097.796374,14041.26307578,14495.04939895
2017-12-28,15448.52833468,15475.86991362,13572.81762995,14385.78724269
2017-12-27,15771.71912238,16478.74464684,14729.39511352,15436.86757759
2017-12-26,13870.74778921,16094.09216746,13825.64865447,15721.55746641
2017-12-25,13763.42953467,14445.47806772,13285.01363355,13898.92407193
2017-12-24,14460.62960349,14460.62960349,12446.44529543,13728.19258879
2017-12-23,13755.11406089,15600.43739292,13619.32167747,14387.92438533
2017-12-22,15728.49936624,15858.80877345,11259.23601542,13710.59172397
2017-12-21,16502.5906244,17322.12442717,15121.79894831,15589.54582667
2017-12-20,17582.84116783,17832.2400204,15673.08154859,16463.58187342
2017-12-19,18975.63458171,19028.00237962,16944.0795063,17515.57797594
2017-12-18,19090.15107239,19232.40241748,18227.23311775,18966.05457066
2017-12-17,19357.76413012,19872.61926344,18808.31997245,19077.06152438
2017-12-16,17601.93316715,19583.1350445,17413.85111627,19394.75761482
2017-12-15,16488.18245811,17984.34073846,16475.96604619,17597.71899194
2017-12-14,16351.37407855,16964.18137444,16101.67109254,16482.21199924
2017-12-13,17171.79924695,17380.6730915,15832.49667392,16338.37805474
2017-12-12,16759.50750432,17583.81052179,16301.02362502,17135.55204756
2017-12-11,15074.02672471,17412.41548278,15074.02672471,16685.59647822
2017-12-10,14884.81629716,15699.4744151,13053.07515222,15000.61756916
2017-12-09,16200.57368196,16475.26271253,13454.73305537,14837.37121172
2017-12-08,17187.94193458,17539.53098704,14321.21031056,16231.24900235
2017-12-07,13740.03803044,17163.75559839,13627.51290081,17163.75559839
2017-12-06,11659.08087849,13836.56055387,11659.08087849,13750.20180949
2017-12-05,11626.08989547,11881.63148953,11476.37314356,11658.66014662
2017-12-04,11227.247152,11603.41266981,10974.56392774,11603.41266981
2017-12-03,10905.80965166,11836.4647043,10590.63325933,11231.43919734
2017-12-02,10868.01561761,11165.71813479,10727.02961017,10906.96296767
2017-12-01,9948.61809676,10929.09061114,9451.45334217,10895.03658899
2017-11-30,9837.30061076,10650.82278715,9085.19992511,10009.41024804
2017-11-29,9918.57444511,11350.05565352,9233.00703407,9765.67596395
2017-11-28,9730.1720862,9978.56404498,9644.07203652,9920.70016262
2017-11-27,9316.86836965,9741.0093365,9316.86836965,9718.30438333
2017-11-26,8763.63056999,9482.32002852,8759.6534171,9307.97832935
2017-11-25,8199.47296356,8766.15076722,8167.31090758,8766.15076722
2017-11-24,8007.55094508,8326.89968891,7915.91043347,8216.90575983
2017-11-23,8235.76531678,8268.91737223,8045.05714075,8045.05714075
2017-11-22,8099.26335707,8302.86499807,8090.03455951,8238.49802751
2017-11-21,8241.41850795,8367.20672121,7837.44036884,8100.18185883
2017-11-20,8038.12796873,8290.0713202,7946.18590584,8239.50651532
2017-11-19,7776.70567225,8096.34321352,7677.95155929,8031.55392226
2017-11-18,7688.80342637,7847.3804564,7459.28062159,7785.25997476
2017-11-17,7849.47046494,7998.61181173,7535.07554808,7694.25592804
2017-11-16,7290.1027954,7949.28680642,7133.43351135,7849.40599879
2017-11-15,6612.49259348,7315.10488066,6612.49259348,7260.52802272
2017-11-14,6519.27927603,6710.41625207,6416.58403837,6601.72146257
2017-11-13,5852.85100676,6745.16400468,5840.93709503,6505.45506523
2017-11-12,6329.82060507,6443.00955592,5537.01614435,5888.43462801
2017-11-11,6572.30844323,6823.15160945,6208.17443034,6350.17880659
2017-11-10,7141.22679294,7318.83479096,6447.05876682,6579.81762994
2017-11-09,7459.47884339,7459.47884339,7060.56974579,7109.47290652
2017-11-08,7122.14817714,7834.1413054,7083.1814498,7479.92784814
2017-11-07,6974.22444211,7222.20416133,6974.22444211,7131.38584212
2017-11-06,7383.06802998,7430.79687221,6951.27574103,6964.93255754
2017-11-05,7383.28864445,7598.02012331,7298.75577903,7385.65659199
2017-11-04,7212.58936286,7489.69218307,6999.62932585,7381.28224156
2017-11-03,7031.36516025,7445.55674909,6942.3465458,7232.14073073
2017-11-02,6747.32204146,7326.29605644,6747.32204146,7029.99625501
2017-11-01,6441.84899337,6733.67789746,6361.22947432,6728.41784263
2017-10-31,6131.10750843,6465.13189161,6097.53901869,6465.13189161
2017-10-30,6143.20807351,6223.18239522,6028.69974322,6139.94308537
2017-10-29,5739.64072662,6274.26664158,5703.04191203,6171.20548739
2017-10-28,5773.72763698,5876.46869457,5669.85090483,5737.98338677
2017-10-27,5893.77866765,5992.80615966,5702.9241136,5761.50830655
2017-10-26,5734.03747808,5974.41710747,5694.61015564,5893.64208773
2017-10-25,5520.21138357,5743.00383667,5385.60519805,5739.1458686
2017-10-24,5901.83134173,5901.83134173,5471.25389201,5512.76949242
2017-10-23,5986.7572009,6052.68848221,5679.26752054,5894.72549395
2017-10-22,6014.75046053,6070.66737312,5738.02233954,5990.24624189
2017-10-21,5987.91156416,6184.51323737,5919.98012021,6012.92103154
2017-10-20,5700.1934115,6070.34603343,5623.26627828,6004.43988923
2017-10-19,5582.4025493,5734.72549235,5523.14456705,5699.46091594
2017-10-18,5604.58594404,5604.58594404,5125.26753833,5572.4177099
2017-10-17,5760.14043357,5773.37336409,5530.05152612,5604.16548139
2017-10-16,5704.19882136,5793.57257308,5581.09758172,5759.08376663
2017-10-15,5823.79120291,5852.59174952,5452.73046722,5684.31519908
2017-10-14,5638.58501048,5830.22015839,5578.38479517,5808.25627933
2017-10-13,5441.44613431,5856.0346826,5397.68431402,5637.37473702
2017-10-12,4826.10218338,5428.59513709,4819.39266259,5423.10976908
2017-10-11,4770.34665775,4877.14521391,4727.97956977,4824.31426551
2017-10-10,4779.1513171,4929.72804164,4735.57753611,4763.77707273
2017-10-09,4612.20241657,4874.39755817,4563.94780054,4781.41090941
2017-10-08,4439.24641058,4621.95545205,4424.61207386,4613.07555905
2017-10-07,4379.54970921,4467.2839658,4336.78492852,4450.37493699
2017-10-06,4330.29376149,4428.06265362,4314.45630596,4377.14717602
2017-10-05,4231.2843868,4373.62387148,4159.31495502,4329.94601497
2017-10-04,4322.61051668,4357.43830962,4205.01888522,4227.03470057
2017-10-03,4411.13150314,4442.62242081,4248.58353156,4321.6168829
2017-10-02,4407.17932542,4480.13903908,4376.3793491,4412.84001392
2017-10-01,4364.67427101,4412.61428286,4267.28067462,4407.06524103
2017-09-30,4177.11092854,4380.86093044,4171.0313252,4362.0193277
2017-09-29,4201.21507927,4239.27452209,4046.7087659,4177.15419698
2017-09-28,4218.71891273,4278.69127369,4139.54260056,4201.75325665
2017-09-27,3900.72688668,4237.44610512,3894.57488255,4213.81089181
2017-09-26,3939.08966218,3983.67960034,3868.59194908,3905.45701815
2017-09-25,3681.41799599,3971.92994617,3681.41799599,3939.55912619
2017-09-24,3801.21306206,3801.21306206,3652.75762968,3683.85512499
2017-09-23,3620.86738808,3818.78953054,3581.82252495,3802.06179789
2017-09-22,3621.85683835,3758.82718914,3526.67328248,3622.2988844
2017-09-21,3889.05350391,3915.36322084,3600.22058189,3626.11063027
2017-09-20,3913.4833487,4050.39828417,3853.36016086,3886.65447429
2017-09-19,4104.55621767,4120.40670143,3861.80115374,3930.52858327
2017-09-18,3696.49082028,4115.84292827,3696.49082028,4090.98563091
2017-09-17,3701.74388592,3798.26937109,3503.50258911,3702.13505937
